type,id,mac,rssi,rate,sig_mode,mcs,bandwidth,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel,secondary_channel,local_timestamp,ant,sig_len,rx_state,len,first_word,data
CSI_DATA,219,0a:96:d7:2d:66:28,-74,11,0,0,0,0,0,0,0,0,0,-92,0,1,1,8298390,0,319,0,128,0,"[0,0,0,0,0,0,0,0,0,0,0,0,-5,7,-5,8,-6,7,-5,6,-4,7,-5,8,-8,9,-9,8,-8,6,-9,7,-9,7,-9,5,-12,2,-12,1,-11,0,-11,0,-11,-2,-11,-4,-12,-7,-13,-6,-12,-6,-12,-7,-11,-6,-10,-5,-10,-4,-11,-1,0,0,-10,-5,-11,-3,-9,-1,-6,0,-6,1,-7,1,-9,2,-11,4,-11,4,-11,5,-12,4,-13,3,-13,1,-13,1,-15,1,-14,1,-12,0,-11,-1,-11,-1,-12,-1,-12,-3,-11,-2,-10,0,-11,-1,-12,0,-10,2,0,0,0,0,0,0,0,0,0,0]"
CSI_DATA,220,e8:df:70:82:73:f7,-59,11,0,0,0,0,0,0,0,0,0,-92,0,1,1,8301492,0,322,0,128,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,2,0,2,-1,2,-1,3,-1,3,-1,3,-1,3,-1,3,-1,3,-2,3,-1,3,-1,3,-2,3,-1,3,-1,3,-1,3,-1,4,-1,3,-1,3,-1,4,0,4,0,4,0,4,0,0,0,4,1,4,1,4,1,5,1,5,2,5,2,5,2,5,2,5,2,6,2,6,2,6,1,6,-2,6,0,10,-9,10,3,7,7,8,2,7,3,7,2,8,2,7,3,7,2,7,2,7,2,6,0,0,0,0,0,0,0,0,0,0]"
CSI_DATA,221,7c:ff:4d:ce:bc:4b,-77,11,0,0,0,0,0,0,0,0,0,-92,0,1,1,8322846,0,325,0,128,0,"[0,0,0,0,0,0,0,0,0,0,0,0,-4,11,-5,10,-6,10,-6,10,-6,10,-5,8,-5,8,-5,10,-5,11,-5,11,-6,11,-6,11,-6,10,-5,9,-6,9,-8,8,-10,8,-8,9,-5,10,-5,10,-7,8,-5,5,-3,3,-3,5,-3,8,-4,6,0,0,2,5,1,5,1,6,0,6,0,4,4,2,6,0,5,1,3,4,4,4,6,3,7,3,7,1,10,-1,12,-3,10,-3,9,-1,10,-3,12,-5,12,-5,11,-4,10,-5,10,-6,10,-4,10,-3,7,-1,0,0,0,0,0,0,0,0,0,0]"
CSI_DATA,222,08:96:d7:2d:66:28,-75,11,0,0,0,0,0,0,0,0,0,-92,0,1,1,8349590,0,338,0,128,0,"[0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-2,0,-2,0,-2,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,1,-1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,-1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0]"
CSI_DATA,223,0a:96:d7:2d:66:28,-74,11,0,0,0,0,0,0,0,0,0,-92,0,1,1,8400789,0,319,0,128,0,"[0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,3,7,3,7,4,7,4,8,5,8,5,7,4,6,5,6,5,5,5,5,7,6,9,7,9,4,10,2,10,2,10,2,11,0,11,-2,10,-2,10,1,13,2,13,3,11,3,9,1,9,0,0,7,5,4,6,4,5,6,4,8,3,9,3,8,4,9,3,13,1,14,3,11,5,10,4,9,1,10,1,11,2,11,0,10,0,11,3,13,4,14,2,12,0,11,0,11,0,10,-2,8,-3,9,-4,0,0,0,0,0,0,0,0,0,0]"
CSI_DATA,224,e8:df:70:82:73:f7,-61,11,0,0,0,0,0,0,0,0,0,-92,0,1,1,8403891,0,322,0,128,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,2,0,2,0,2,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,-1,4,0,4,0,3,0,3,0,3,0,4,0,4,1,4,1,4,1,4,1,4,0,0,1,4,1,5,2,4,2,5,2,4,2,5,3,5,3,5,3,6,3,5,3,6,3,6,3,7,4,7,4,6,3,6,4,7,4,7,3,8,3,7,3,7,3,7,4,7,3,6,4,7,3,7,0,0,0,0,0,0,0,0,0,0]"
CSI_DATA,225,e8:df:70:82:73:f7,-61,11,0,0,0,0,0,0,0,0,0,-92,0,1,1,8506290,0,322,0,128,0,"[0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,1,2,1,2,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,3,2,3,2,2,2,3,2,3,1,4,2,0,0,4,1,4,2,4,1,5,2,5,1,6,1,5,1,6,1,6,1,6,1,6,1,7,2,6,2,7,2,7,2,8,2,7,2,7,2,7,2,8,2,7,2,7,2,7,2,8,2,8,3,7,2,0,0,0,0,0,0,0,0,0,0]"
CSI_DATA,226,08:96:d7:2d:66:28,-74,11,0,0,0,0,0,0,0,0,0,-92,0,1,1,8554387,0,338,0,128,0,"[0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,1,0,1,0,1,0,1,-1,1,-1,1,0,1,-1,1,-1,1,-1,1,-1,0,-1,0,-1,0,-1,0,-1,1,-2,1,-2,1,-2,1,-2,1,-1,1,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
CSI_DATA,227,e8:df:70:82:73:f7,-60,11,0,0,0,0,0,0,0,0,0,-92,0,1,1,8614158,0,322,0,128,0,"[0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,3,2,5,2,5,2,6,2,5,1,6,2,5,1,6,1,6,0,6,1,8,-1,7,1,7,0,7,2,9,2,7,1,8,2,7,1,8,1,8,4,11,3,10,4,9,3,9,3,8,0,0,4,8,6,10,6,10,5,9,7,9,9,10,9,12,9,10,10,13,9,12,13,14,12,14,11,14,11,15,12,14,11,14,12,14,10,15,11,14,12,16,9,16,10,14,10,14,11,16,8,16,9,13,0,0,0,0,0,0,0,0,0,0]"
CSI_DATA,228,7c:ff:4d:ce:bc:4b,-77,11,0,0,0,0,0,0,0,0,0,-92,0,1,1,8732440,0,325,0,128,0,"[0,0,0,0,0,0,0,0,0,0,0,0,-9,7,-9,6,-10,5,-13,5,-14,4,-13,2,-13,2,-11,2,-13,-1,-17,-1,-18,0,-17,0,-16,0,-15,0,-15,-1,-16,-3,-16,-4,-14,-2,-12,-1,-13,0,-12,-1,-9,-2,-7,-2,-8,-2,-9,0,-7,2,0,0,-8,3,-7,1,-6,1,-5,1,-5,1,-4,1,-3,2,-3,5,-3,7,-3,7,-4,4,-6,3,-7,7,-5,9,-3,10,-3,11,-4,12,-5,13,-5,11,-4,10,-2,11,-3,12,-5,10,-6,12,-6,14,-5,11,0,0,0,0,0,0,0,0,0,0]"
